,recommendation_set_id,user_id,session_id,query_identifier,query_word_count,query_char_count,query_detected_language,query_document_id,document_language_provided,year_published,number_of_authors,abstract_word_count,abstract_char_count,abstract_detected_language,first_author_id,num_pubs_by_first_author,organization_id,application_type,item_type,request_received,hour_request_received,response_delivered,rec_processing_time,app_version,app_lang,user_os,user_os_version,user_java_version,user_timezone,country_by_ip,timezone_by_ip,local_time_of_request,local_hour_of_request,number_of_recs_in_set,recommendation_algorithm_id_used,algorithm_class,cbf_parser,search_title,search_keywords,search_abstract,time_recs_recieved,time_recs_displayed,time_recs_viewed,clicks,ctr,set_clicked
2680,49654,\N,\N,Withheld for privacy,18,103,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,06/12/2018 11:06,11,06/12/2018 11:06,4.351780000000001,4.3.1,en,\N,\N,\N,\N,DE,Europe/Berlin,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
2689,49663,\N,\N,Withheld for privacy,5,38,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,06/12/2018 11:13,11,06/12/2018 11:13,1.38933,4.3.1,en,\N,\N,\N,\N,DE,\N,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
2692,49666,\N,\N,Withheld for privacy,4,36,en,36361059,\N,2005,2,\N,\N,\N,6516931,441,1,digital_library,academic_publication,06/12/2018 11:15,11,06/12/2018 11:15,2.02929,4.3.1,en,\N,\N,\N,\N,FR,Europe/Paris,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
2710,49685,\N,\N,Withheld for privacy,7,47,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,06/12/2018 11:30,11,06/12/2018 11:30,3.25345,4.3.1,en,\N,\N,\N,\N,MX,America/Tijuana,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
2735,49710,\N,\N,Withheld for privacy,13,103,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,06/12/2018 12:03,12,06/12/2018 12:03,0.382087,4.3.1,en,\N,\N,\N,\N,AT,Europe/Vienna,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
2753,49729,\N,\N,Withheld for privacy,10,55,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,06/12/2018 12:29,12,06/12/2018 12:29,3.5440199999999997,4.3.1,en,\N,\N,\N,\N,GB,Europe/London,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
2765,49742,\N,\N,Withheld for privacy,7,39,en,80622415,\N,1973,2,\N,\N,\N,23571139,66,1,digital_library,academic_publication,06/12/2018 12:38,12,06/12/2018 12:38,3.0470599999999997,4.3.1,en,\N,\N,\N,\N,CN,Asia/Shanghai,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,4,0.5714,1
2777,49754,\N,\N,Withheld for privacy,19,153,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,06/12/2018 12:45,12,06/12/2018 12:45,5.97377,4.3.1,en,\N,\N,\N,\N,IN,Asia/Kolkata,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
2784,49761,\N,\N,Withheld for privacy,2,19,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,06/12/2018 12:48,12,06/12/2018 12:48,0.0590794,4.3.1,en,\N,\N,\N,\N,GB,Europe/London,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
2787,49764,\N,\N,Withheld for privacy,19,153,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,06/12/2018 12:52,12,06/12/2018 12:52,5.89839,4.3.1,en,\N,\N,\N,\N,IN,Asia/Kolkata,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
2800,49777,\N,\N,Withheld for privacy,8,55,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,06/12/2018 13:02,13,06/12/2018 13:02,3.2517400000000003,4.3.1,en,\N,\N,\N,\N,DE,Europe/Berlin,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
2803,49780,\N,\N,Withheld for privacy,17,114,en,27754138,\N,2014,3,76,497,en,7227907,429,1,digital_library,academic_publication,06/12/2018 13:05,13,06/12/2018 13:05,5.4852099999999995,4.3.1,en,\N,\N,\N,\N,DE,Europe/Berlin,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
2824,49803,\N,\N,Withheld for privacy,12,100,de,71231032,\N,2010,4,214,1647,de,\N,\N,1,digital_library,academic_publication,06/12/2018 13:24,13,06/12/2018 13:24,0.25755700000000004,4.3.1,en,\N,\N,\N,\N,DE,Europe/Berlin,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
2860,49841,\N,\N,Withheld for privacy,8,57,en,6879279,\N,2009,4,138,792,en,2795349,182,1,digital_library,academic_publication,06/12/2018 14:05,14,06/12/2018 14:05,2.13658,4.3.1,en,\N,\N,\N,\N,NL,Europe/Amsterdam,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
2890,49872,\N,\N,Withheld for privacy,8,82,en,30645598,\N,1964,2,13,117,en,5381318,36,1,digital_library,academic_publication,06/12/2018 14:26,14,06/12/2018 14:26,1.17421,4.3.1,en,\N,\N,\N,\N,CN,Asia/Shanghai,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,6,0.8571,1
2946,49932,\N,\N,Withheld for privacy,13,91,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,06/12/2018 15:15,15,06/12/2018 15:15,3.70559,4.1,en,\N,\N,\N,\N,DE,Europe/Berlin,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
2966,49954,\N,\N,Withheld for privacy,7,30,en,19488342,\N,2007,\N,28,157,en,\N,\N,1,digital_library,academic_publication,06/12/2018 15:35,15,06/12/2018 15:35,3.73235,4.3.1,en,\N,\N,\N,\N,DE,Europe/Berlin,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
2974,49964,\N,\N,Withheld for privacy,7,49,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,06/12/2018 15:44,15,06/12/2018 15:44,1.8819099999999997,4.3.1,en,\N,\N,\N,\N,SG,Asia/Singapore,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
3041,50033,\N,\N,Withheld for privacy,17,102,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,06/12/2018 16:44,16,06/12/2018 16:44,4.7547,4.3.1,en,\N,\N,\N,\N,SE,Europe/Stockholm,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
3069,50061,\N,\N,Withheld for privacy,8,55,en,95706651,\N,2017,\N,126,798,en,\N,\N,1,digital_library,academic_publication,06/12/2018 17:23,17,06/12/2018 17:23,3.8605300000000002,4.3.1,en,\N,\N,\N,\N,NO,Europe/Oslo,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
3140,50133,\N,\N,Withheld for privacy,9,65,en,21229428,\N,1998,3,174,1202,en,6203731,42,1,digital_library,academic_publication,06/12/2018 18:34,18,06/12/2018 18:34,2.61766,4.3.1,en,\N,\N,\N,\N,MX,America/Mexico_City,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
3239,50236,\N,\N,Withheld for privacy,2,12,it,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,06/12/2018 21:10,21,06/12/2018 21:10,0.12728599999999998,4.3.1,pt_BR,\N,\N,\N,\N,BR,\N,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
3240,50237,\N,\N,Withheld for privacy,5,54,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,06/12/2018 21:10,21,06/12/2018 21:10,0.07062080000000001,4.3.1,de,\N,\N,\N,\N,AT,Europe/Vienna,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
3299,50297,\N,\N,Withheld for privacy,12,74,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,06/12/2018 22:41,22,06/12/2018 22:41,3.5952599999999997,4.3.1,en,\N,\N,\N,\N,GB,Europe/London,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
3302,50300,\N,\N,Withheld for privacy,7,49,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,06/12/2018 22:44,22,06/12/2018 22:44,0.632931,4.3.1,en,\N,\N,\N,\N,GB,Europe/London,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
3305,50303,\N,\N,Withheld for privacy,10,50,en,64577341,\N,2016,6,217,1331,en,7484035,5,1,digital_library,academic_publication,06/12/2018 22:46,22,06/12/2018 22:46,3.65749,4.3.1,en,\N,\N,\N,\N,GB,Europe/London,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,2,0.2857,1
3331,50329,\N,\N,Withheld for privacy,8,53,en,11446990,\N,2016,3,231,1442,en,5746606,18,1,digital_library,academic_publication,06/12/2018 23:08,23,06/12/2018 23:08,1.8758099999999998,4,en,\N,\N,\N,\N,FR,Europe/Paris,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
3353,50351,\N,\N,Withheld for privacy,13,95,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,06/12/2018 23:35,23,06/12/2018 23:35,3.8234199999999996,4,en,\N,\N,\N,\N,FR,Europe/Paris,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
3383,50383,\N,\N,Withheld for privacy,8,63,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,07/12/2018 00:00,0,07/12/2018 00:00,1.3669200000000001,4,en,\N,\N,\N,\N,FR,Europe/Paris,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
3424,50425,\N,\N,Withheld for privacy,7,50,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,07/12/2018 00:57,0,07/12/2018 00:57,1.2842799999999999,4.3.1,en,\N,\N,\N,\N,PT,Europe/Lisbon,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
3469,50470,\N,\N,Withheld for privacy,4,28,en,33975966,\N,1972,1,\N,\N,\N,15688521,2,1,digital_library,academic_publication,07/12/2018 02:44,2,07/12/2018 02:44,2.1156099999999998,4.3.1,pt_BR,\N,\N,\N,\N,BR,\N,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
3494,50495,\N,\N,Withheld for privacy,6,35,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,07/12/2018 03:53,3,07/12/2018 03:53,2.1369,4.3.1,en,\N,\N,\N,\N,TW,Asia/Taipei,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
3524,50526,\N,\N,Withheld for privacy,7,45,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,07/12/2018 04:24,4,07/12/2018 04:24,1.3997600000000001,4.3.1,en,\N,\N,\N,\N,IN,Asia/Kolkata,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
3602,50608,\N,\N,Withheld for privacy,5,45,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,07/12/2018 09:11,9,07/12/2018 09:11,1.74855,4.3.1,en,\N,\N,\N,\N,IN,Asia/Kolkata,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,3,0.4286,1
3623,50630,\N,\N,Withheld for privacy,15,99,en,7201138,\N,2016,4,205,1348,en,2952167,66,1,digital_library,academic_publication,07/12/2018 09:41,9,07/12/2018 09:42,6.06926,4.3.1,en,\N,\N,\N,\N,GB,Europe/London,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
3721,50732,\N,\N,Withheld for privacy,10,76,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,07/12/2018 10:56,10,07/12/2018 10:56,2.37347,4.3.1,en,\N,\N,\N,\N,IN,Asia/Kolkata,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,2,0.2857,1
3723,50734,\N,\N,Withheld for privacy,7,42,en,10936824,en,1998,2,139,930,en,1440549,133,1,digital_library,academic_publication,07/12/2018 10:57,10,07/12/2018 10:57,3.70911,4.3.1,en,\N,\N,\N,\N,ES,Europe/Madrid,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,3,0.4286,1
3762,50774,\N,\N,Withheld for privacy,9,66,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,07/12/2018 11:24,11,07/12/2018 11:24,2.84271,4.3.1,en,\N,\N,\N,\N,DE,Europe/Berlin,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
3806,50819,\N,\N,Withheld for privacy,2,22,en,49250144,\N,1926,1,6,49,en,32907,458237,1,digital_library,academic_publication,07/12/2018 12:10,12,07/12/2018 12:10,0.046042,4.3.1,zh,\N,\N,\N,\N,CN,Asia/Shanghai,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
3826,50839,\N,\N,Withheld for privacy,5,25,en,80296321,\N,2005,1,63,439,en,23581636,2,1,digital_library,academic_publication,07/12/2018 12:30,12,07/12/2018 12:30,2.96467,4.3.1,en,\N,\N,\N,\N,DE,Europe/Berlin,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
3867,50883,\N,\N,Withheld for privacy,6,40,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,07/12/2018 13:05,13,07/12/2018 13:05,0.0278664,4.3.1,en,\N,\N,\N,\N,AT,Europe/Vienna,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
3929,50945,\N,\N,Withheld for privacy,8,61,en,32452929,\N,\N,1,93,660,en,602990,1273,1,digital_library,academic_publication,07/12/2018 13:31,13,07/12/2018 13:31,3.2387599999999996,4.3.1,zh,\N,\N,\N,\N,RU,Asia/Vladivostok,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
4006,51023,\N,\N,Withheld for privacy,8,47,en,13165727,\N,2015,3,118,826,en,2951456,472,1,digital_library,academic_publication,07/12/2018 14:33,14,07/12/2018 14:33,4.09624,4.1,en,\N,\N,\N,\N,DE,Europe/Berlin,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
4030,51047,\N,\N,Withheld for privacy,6,43,da,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,07/12/2018 14:52,14,07/12/2018 14:52,1.11186,4.3.1,en,\N,\N,\N,\N,BR,America/Sao_Paulo,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
4033,51050,\N,\N,Withheld for privacy,8,58,en,20451377,\N,2007,2,143,946,en,2734177,45,1,digital_library,academic_publication,07/12/2018 14:55,14,07/12/2018 14:55,0.0287519,4.3.1,en,\N,\N,\N,\N,FR,Europe/Paris,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
4072,51089,\N,\N,Withheld for privacy,4,34,fr,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,07/12/2018 15:25,15,07/12/2018 15:25,0.197716,4.3.1,en,\N,\N,\N,\N,FR,Europe/Paris,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
4189,51210,\N,\N,Withheld for privacy,8,43,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,07/12/2018 17:25,17,07/12/2018 17:25,2.17185,4.3.1,fr,\N,\N,\N,\N,MZ,Africa/Maputo,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
4197,51218,\N,\N,Withheld for privacy,6,43,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,07/12/2018 17:37,17,07/12/2018 17:37,3.38924,4.3.1,en,\N,\N,\N,\N,PT,Europe/Lisbon,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
4199,51220,\N,\N,Withheld for privacy,21,135,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,07/12/2018 17:40,17,07/12/2018 17:40,6.48102,4.3.1,en,\N,\N,\N,\N,PT,Europe/Lisbon,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,2,0.2857,1
4205,51226,\N,\N,Withheld for privacy,15,84,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,07/12/2018 17:47,17,07/12/2018 17:47,5.89647,4.3.1,en,\N,\N,\N,\N,PT,Europe/Lisbon,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
4206,51227,\N,\N,Withheld for privacy,6,35,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,07/12/2018 17:47,17,07/12/2018 17:47,2.78991,4.3.1,en,\N,\N,\N,\N,PT,Europe/Lisbon,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,2,0.2857,1
4209,51231,\N,\N,Withheld for privacy,5,39,en,12864941,\N,1993,2,191,1323,en,6757760,11,1,digital_library,academic_publication,07/12/2018 17:49,17,07/12/2018 17:49,0.386212,4.3.1,en,\N,\N,\N,\N,PT,Europe/Lisbon,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
4211,51233,\N,\N,Withheld for privacy,4,28,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,07/12/2018 17:50,17,07/12/2018 17:50,1.71869,4.3.1,en,\N,\N,\N,\N,PT,Europe/Lisbon,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
4221,51243,\N,\N,Withheld for privacy,13,91,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,07/12/2018 18:02,18,07/12/2018 18:03,5.0209,4.3.1,en,\N,\N,\N,\N,PT,Europe/Lisbon,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,3,0.4286,1
4252,51275,\N,\N,Withheld for privacy,6,33,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,07/12/2018 18:23,18,07/12/2018 18:23,3.15955,4.3.1,en,\N,\N,\N,\N,GB,Europe/London,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,3,0.4286,1
4279,51304,\N,\N,Withheld for privacy,10,77,en,29990459,\N,1990,4,134,923,en,206254,1676,1,digital_library,academic_publication,07/12/2018 19:04,19,07/12/2018 19:04,2.0878200000000002,4.3.1,en,\N,\N,\N,\N,PT,Europe/Lisbon,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
4308,51333,\N,\N,Withheld for privacy,4,38,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,07/12/2018 20:09,20,07/12/2018 20:09,0.365662,4.3.1,en,\N,\N,\N,\N,CN,Asia/Shanghai,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,4,0.5714,1
4312,51337,\N,\N,Withheld for privacy,6,37,en,10715527,\N,2009,1,27,152,en,5365361,75,1,digital_library,academic_publication,07/12/2018 20:20,20,07/12/2018 20:20,1.4677,4.3.1,en,\N,\N,\N,\N,KR,Asia/Seoul,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
4356,51382,\N,\N,Withheld for privacy,3,26,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,07/12/2018 21:53,21,07/12/2018 21:53,0.207156,4.3.1,de,\N,\N,\N,\N,DE,\N,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
4372,51400,\N,\N,Withheld for privacy,10,84,fr,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,07/12/2018 22:26,22,07/12/2018 22:26,1.47963,4.3.1,en,\N,\N,\N,\N,TN,Africa/Tunis,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,3,0.4286,1
4390,51418,\N,\N,Withheld for privacy,3,19,sv,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,07/12/2018 23:15,23,07/12/2018 23:15,0.265492,4.3.1,en,\N,\N,\N,\N,SE,Europe/Stockholm,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
4411,51440,\N,\N,Withheld for privacy,9,65,en,11015146,en,2003,2,76,498,en,5410277,109,1,digital_library,academic_publication,08/12/2018 00:29,0,08/12/2018 00:29,1.55711,4.3.1,en,\N,\N,\N,\N,PE,America/Lima,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
4440,51472,\N,\N,Withheld for privacy,14,104,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,08/12/2018 03:26,3,08/12/2018 03:26,3.59878,4.3.1,en,\N,\N,\N,\N,CN,Asia/Shanghai,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
4446,51478,\N,\N,Withheld for privacy,6,40,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,08/12/2018 04:06,4,08/12/2018 04:06,2.64975,4.3.1,en,\N,\N,\N,\N,US,America/New_York,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
4450,51482,\N,\N,Withheld for privacy,8,54,en,4181080,\N,2017,4,151,1095,en,1901843,160,1,digital_library,academic_publication,08/12/2018 04:22,4,08/12/2018 04:22,2.8627,4.3.1,en,\N,\N,\N,\N,JP,Asia/Tokyo,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
4455,51487,\N,\N,Withheld for privacy,11,79,en,11569194,\N,2017,4,172,1096,en,6786,2054,1,digital_library,academic_publication,08/12/2018 04:35,4,08/12/2018 04:35,1.30161,4.3.1,en,\N,\N,\N,\N,CN,Asia/Shanghai,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
4459,51491,\N,\N,Withheld for privacy,14,96,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,08/12/2018 05:14,5,08/12/2018 05:14,5.211880000000001,4.2,en,\N,\N,\N,\N,SA,Asia/Riyadh,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
4571,51606,\N,\N,Withheld for privacy,19,132,en,27352775,\N,2009,15,98,712,en,8374395,105,1,digital_library,academic_publication,08/12/2018 10:00,10,08/12/2018 10:00,4.18047,4.3.1,en,\N,\N,\N,\N,AT,Europe/Vienna,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,2,0.2857,1
4576,51611,\N,\N,Withheld for privacy,4,44,en,10938471,en,2008,2,106,731,en,136410,815,1,digital_library,academic_publication,08/12/2018 10:14,10,08/12/2018 10:14,0.12199600000000001,4.3.1,en,\N,\N,\N,\N,CN,Asia/Shanghai,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,2,0.2857,1
4631,51668,\N,\N,Withheld for privacy,5,40,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,08/12/2018 12:10,12,08/12/2018 12:10,0.374752,4.3.1,en,\N,\N,\N,\N,BE,Europe/Brussels,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
4663,51700,\N,\N,Withheld for privacy,7,61,en,13894405,\N,2015,2,123,815,en,5739642,212,1,digital_library,academic_publication,08/12/2018 12:51,12,08/12/2018 12:51,0.978215,4.3.1,en,\N,\N,\N,\N,BE,Europe/Brussels,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
4742,51781,\N,\N,Withheld for privacy,5,33,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,08/12/2018 14:55,14,08/12/2018 14:55,2.9728,4.3.1,en,\N,\N,\N,\N,CN,Asia/Shanghai,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,2,0.2857,1
4747,51786,\N,\N,Withheld for privacy,16,117,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,08/12/2018 15:03,15,08/12/2018 15:03,4.71819,4.3.1,en,\N,\N,\N,\N,CN,Asia/Shanghai,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,2,0.2857,1
4750,51789,\N,\N,Withheld for privacy,16,117,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,08/12/2018 15:05,15,08/12/2018 15:05,0.0323238,4.3.1,en,\N,\N,\N,\N,CN,Asia/Shanghai,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
4751,51790,\N,\N,Withheld for privacy,14,103,en,14907931,\N,2015,4,229,1491,en,8983321,6,1,digital_library,academic_publication,08/12/2018 15:05,15,08/12/2018 15:05,4.90687,4,en,\N,\N,\N,\N,DE,Europe/Berlin,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
4761,51800,\N,\N,Withheld for privacy,12,95,en,9573498,\N,2012,3,96,720,en,4705761,2,1,digital_library,academic_publication,08/12/2018 15:09,15,08/12/2018 15:09,0.0355716,4.3.1,en,\N,\N,\N,\N,CN,Asia/Shanghai,\N,\N,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
4766,51805,\N,\N,Withheld for privacy,12,95,en,9573498,\N,2012,3,96,720,en,4705761,2,1,digital_library,academic_publication,08/12/2018 15:12,15,08/12/2018 15:12,2.28474,4.3.1,en,\N,\N,\N,\N,CN,Asia/Shanghai,\N,\N,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
